plate,Well.Id,Channel,FlowJo,plateCore,Predict.PP,Gate.Score,MFI.Ratio
Plate 9207,C09,FL2-H,32,54.6,55.78,0.12,3.96
Plate 9207,C09,FL4-H,84,87.07,99.36,-0.7,24.22
Plate 9207,C10,FL1-H,10,10.6,3.37,0.35,1.03
Plate 9207,C10,FL2-H,72,82.33,80.29,0.15,6.16
Plate 9207,C10,FL4-H,0,0,0.21,0.1,0.36
Plate 9207,C11,FL1-H,16,31.48,23.94,0.22,2.35
Plate 9207,C11,FL2-H,2,8.68,11.74,0.08,1.7
Plate 9207,C11,FL4-H,8,9.45,0.96,0.57,0.63
Plate 9207,C12,FL1-H,3,3.5,7.13,0.04,1.38
Plate 9207,C12,FL2-H,0,1.58,4.05,0.07,1.1
Plate 9207,C12,FL4-H,9,15.22,16.99,0.1,2
Plate 9207,D01,FL1-H,44,29.45,18.38,0.27,2.07
Plate 9207,D01,FL2-H,0,1.3,5.09,0.03,1.21
Plate 9207,D01,FL4-H,2,2.61,0.97,0.24,0.64
Plate 9207,D02,FL1-H,0,0.03,1.17,0.07,0.69
Plate 9207,D02,FL2-H,2,22.27,26.19,0.08,2.46
Plate 9207,D02,FL4-H,3,0.86,2.93,0.07,0.97
Plate 9207,D03,FL1-H,43,47.96,36.41,0.26,2.95
Plate 9207,D03,FL2-H,1,2.02,5.32,0.05,1.23
Plate 9207,D03,FL4-H,0,0.06,0.58,0.09,0.52
Plate 9207,D04,FL1-H,0,3.84,7.62,0.05,1.42
Plate 9207,D04,FL2-H,0,2.41,5.83,0.04,1.28
Plate 9207,D04,FL4-H,3,3.37,0.65,0.28,0.55
Plate 9207,D05,FL1-H,0,0.49,5.32,0,1.23
Plate 9207,D05,FL2-H,1,2.28,3.37,0.09,1.03
Plate 9207,D05,FL4-H,68,74.05,99.47,-1.74,26.03
Plate 9207,D06,FL1-H,40,69.4,60.44,0.22,4.26
Plate 9207,D06,FL2-H,24,39.35,29.06,0.24,2.6
Plate 9207,D06,FL4-H,64,70.97,83.48,-0.05,6.68
Plate 9207,D07,FL1-H,19,20.23,13.59,0.23,1.81
Plate 9207,D07,FL2-H,41,46.75,39.23,0.21,3.08
Plate 9207,D07,FL4-H,63,60.78,67.06,0.06,4.75
Plate 9207,D08,FL1-H,55,53.98,49.23,0.18,3.59
Plate 9207,D08,FL2-H,71,91.14,94.96,0.03,10.97
Plate 9207,D08,FL4-H,12,18,17.33,0.14,2.02
Plate 9207,D09,FL1-H,0,0.03,2.11,0.05,0.86
Plate 9207,D09,FL2-H,0,1.08,4.64,0.03,1.17
Plate 9207,D09,FL4-H,4,2.26,5.44,0.05,1.24
Plate 9207,D10,FL1-H,12,12.89,4.97,0.32,1.2
Plate 9207,D10,FL2-H,5,11.13,10.56,0.13,1.63
Plate 9207,D10,FL4-H,2,1.45,5.7,0.02,1.26
Plate 9207,D11,FL1-H,4,5.41,2.27,0.23,0.88
Plate 9207,D11,FL2-H,1,2.59,5.09,0.08,1.21
Plate 9207,D11,FL4-H,2,2.72,0.43,0.34,0.47
Plate 9207,D12,FL1-H,43,46.5,10.78,0.75,1.64
Plate 9207,D12,FL2-H,0,3.78,5.96,0.08,1.29
Plate 9207,D12,FL4-H,44,44.3,35.86,0.22,2.92
Plate 9207,E01,FL1-H,0,0.87,1.97,0.09,0.84
Plate 9207,E01,FL2-H,1,3.6,7.79,0.05,1.43
Plate 9207,E01,FL4-H,4,4.86,0.19,0.72,0.34
Plate 9207,E02,FL1-H,0,1.28,2.43,0.08,0.91
Plate 9207,E02,FL2-H,12,22.11,22.25,0.12,2.27
Plate 9207,E02,FL4-H,1,0.7,1.2,0.12,0.69
Plate 9207,E03,FL1-H,90,90.11,99.55,-0.63,27.72
Plate 9207,E03,FL2-H,6,28.72,24.38,0.18,2.37
Plate 9207,E03,FL4-H,96,99.25,99.99,-0.34,106.03
Plate 9207,E04,FL1-H,47,53.78,42.7,0.25,3.25
Plate 9207,E04,FL2-H,14,38.9,36.97,0.15,2.97
Plate 9207,E04,FL4-H,67,72.73,99.8,-3.07,37.65
Plate 9207,E05,FL1-H,99,99.85,98.63,0.19,18.16
Plate 9207,E05,FL2-H,78,78.39,76.23,0.15,5.63
Plate 9207,E05,FL4-H,75,78,88.84,-0.06,7.93
Plate 9207,E06,FL1-H,99,99.91,97.23,0.22,13.86
Plate 9207,E06,FL2-H,35,60.95,58.13,0.16,4.11
Plate 9207,E06,FL4-H,76,81.8,99.9,-2.89,48.88
Plate 9207,E07,FL1-H,96,99.41,99.78,0.04,35.99
Plate 9207,E07,FL2-H,1,13.57,16.65,0.09,1.98
Plate 9207,E07,FL4-H,40,22.33,26.66,0.07,2.48
Plate 9207,E08,FL1-H,0,0.82,4.86,0.03,1.19
Plate 9207,E08,FL2-H,2,13.45,18.02,0.06,2.05
Plate 9207,E08,FL4-H,76,80.35,93.54,-0.17,9.93
Plate 9207,E09,FL1-H,40,58.9,51.02,0.21,3.69
Plate 9207,E09,FL2-H,8,33.97,31.59,0.15,2.72
Plate 9207,E09,FL4-H,0,0.18,1.45,0.06,0.74
Plate 9207,E10,FL1-H,98,99.71,97.81,0.21,15.16
Plate 9207,E10,FL2-H,3,32.77,32.63,0.13,2.77
Plate 9207,E10,FL4-H,49,53.62,71.63,-0.08,5.15
Plate 9207,E11,FL1-H,0,0.5,3.69,0.05,1.07
Plate 9207,E11,FL2-H,1,3.86,5.83,0.09,1.28
Plate 9207,E11,FL4-H,1,0.45,1.97,0.05,0.84
Plate 9207,E12,FL1-H,12,10.38,3.61,0.31,1.06
Plate 9207,E12,FL2-H,95,99.03,99.97,-0.17,76.67
Plate 9207,E12,FL4-H,0,0.72,0.28,0.2,0.4
Plate 9207,F01,FL1-H,75,84.33,88.84,0.05,7.93
Plate 9207,F01,FL2-H,6,10.64,7.79,0.19,1.43
Plate 9207,F01,FL4-H,0,0.06,0.49,0.09,0.49
Plate 9207,F02,FL1-H,100,99.77,99.77,0.15,35.67
Plate 9207,F02,FL2-H,35,48.45,43.28,0.18,3.28
Plate 9207,F02,FL4-H,7,7.1,2.73,0.27,0.95
Plate 9207,F03,FL1-H,63,78.74,88.11,-0.02,7.72
Plate 9207,F03,FL2-H,80,90.87,98.87,-0.27,19.51
Plate 9207,F03,FL4-H,96,97.82,99.28,0.05,23.15
Plate 9207,F04,FL1-H,6,8.2,5.32,0.19,1.23
Plate 9207,F04,FL2-H,96,99.22,98.87,0.13,19.51
Plate 9207,F04,FL4-H,0,0.38,2.32,0.05,0.89
Plate 9207,F05,FL1-H,0,2.84,8.5,0.02,1.49
Plate 9207,F05,FL2-H,7,33.91,30.06,0.17,2.64
Plate 9207,F05,FL4-H,0,0.18,1.04,0.07,0.65
Plate 9207,F06,FL1-H,0,0.86,2.93,0.07,0.97
Plate 9207,F06,FL2-H,87,89.45,100,-12.3,204.57
Plate 9207,F06,FL4-H,50,32.1,33.69,0.11,2.82
Plate 9207,F07,FL1-H,5,7.54,1.75,0.38,0.8
Plate 9207,F07,FL2-H,0,1.65,0.99,0.18,0.64
Plate 9207,F07,FL4-H,0,0.2,0.52,0.09,0.5
Plate 9207,F08,FL1-H,9,26.17,21.83,0.18,2.25
Plate 9207,F08,FL2-H,30,36.23,17.67,0.38,2.04
Plate 9207,F08,FL4-H,13,9.84,0.38,0.96,0.45
Plate 9207,F09,FL1-H,3,6.94,1.63,0.35,0.78
Plate 9207,F09,FL2-H,1,2.47,5.2,0.05,1.22
Plate 9207,F09,FL4-H,50,41.37,30.06,0.25,2.64
Plate 9207,F10,FL1-H,0,0.12,1.42,0.06,0.74
Plate 9207,F10,FL2-H,70,80.96,94.1,-0.17,10.3
Plate 9207,F10,FL4-H,0,0.27,0.8,0.08,0.59
Plate 9207,F11,FL1-H,1,1.79,4.24,0.07,1.12
Plate 9207,F11,FL2-H,21,27.7,23.94,0.18,2.35
Plate 9207,F11,FL4-H,27,24.86,8.5,0.44,1.49
Plate 9207,F12,FL1-H,30,17.47,19.48,0.09,2.13
Plate 9207,F12,FL2-H,0,0.12,2.49,0.04,0.91
Plate 9207,F12,FL4-H,0,0.34,1.67,0.06,0.78
Plate 9207,G01,FL1-H,85,77.65,66.53,0.26,4.7
Plate 9207,G01,FL2-H,5,30.29,33.16,0.09,2.79
Plate 9207,G01,FL4-H,0,0.55,1.65,0.1,0.78
Plate 9207,G02,FL1-H,80,81.96,73.53,0.23,5.34
Plate 9207,G02,FL2-H,1,10.6,13.04,0.09,1.78
Plate 9207,G02,FL4-H,2,47.12,59.86,-0.01,4.22
Plate 9207,G03,FL1-H,0,0.06,1.09,0.07,0.67
Plate 9207,G03,FL2-H,3,13.29,16,0.08,1.95
Plate 9207,G03,FL4-H,13,16.84,19.11,0.1,2.11
Plate 9208,B01,FL1-H,3,2.83,7.41,0.05,1.4
Plate 9208,B01,FL2-H,0,0.31,0.69,0.08,0.55
Plate 9208,B01,FL4-H,0,0.17,1.06,0.07,0.65
Plate 9208,B02,FL1-H,12,15.23,4.73,0.33,1.17
Plate 9208,B02,FL2-H,85,89.38,90.06,0.1,8.3
Plate 9208,B02,FL4-H,0,0.12,1.52,0.07,0.75
Plate 9208,B03,FL1-H,22,17.73,7.57,0.29,1.41
Plate 9208,B03,FL2-H,0,1.45,4.12,0.05,1.1
Plate 9208,B03,FL4-H,0,0.74,1.52,0.1,0.75
Plate 9208,B04,FL1-H,0,0.09,3.06,0.04,0.98
Plate 9208,B04,FL2-H,4,13.27,17.22,0.07,2
Plate 9208,B04,FL4-H,44,51.76,67.85,-0.03,4.79
Plate 9208,B05,FL1-H,4,4.61,3.55,0.15,1.04
Plate 9208,B05,FL2-H,2,5.9,9.42,0.07,1.54
Plate 9208,B05,FL4-H,6,4.07,0.92,0.26,0.62
Plate 9208,B06,FL1-H,70,74.92,99.78,-2.19,35.99
Plate 9208,B06,FL2-H,7,24.7,18.99,0.19,2.09
Plate 9208,B06,FL4-H,49,30.62,37.87,0.06,3
Plate 9208,B07,FL1-H,42,51.49,39,0.23,3.05
Plate 9208,B07,FL2-H,70,79.91,98.47,-0.54,17.36
Plate 9208,B07,FL4-H,98,99.67,99.85,0.14,42.32
Plate 9208,B08,FL1-H,42,46.43,15.27,0.5,1.9
Plate 9208,B08,FL2-H,3,14.37,13.23,0.13,1.78
Plate 9208,B08,FL4-H,14,10.46,1.09,0.5,0.66
Plate 9208,B09,FL1-H,18,14.92,9.02,0.21,1.51
Plate 9208,B09,FL2-H,2,9.93,12.96,0.08,1.76
Plate 9208,B09,FL4-H,3,1.64,3.13,0.09,0.99
Plate 9208,B10,FL1-H,17,21.88,4.52,0.49,1.14
Plate 9208,B10,FL2-H,0,0.78,1.63,0.1,0.77
Plate 9208,B10,FL4-H,0,0.27,1.35,0.07,0.72
Plate 9208,B11,FL1-H,0,0.12,1.92,0.06,0.82
Plate 9208,B11,FL2-H,0,1.12,2.16,0.09,0.86
Plate 9208,B11,FL4-H,0,0.03,0.3,0.1,0.4
Plate 9208,B12,FL2-H,4,8.23,10.95,0.08,1.64
Plate 9208,B12,FL3-H,7,8.2,1.32,0.38,0.71
Plate 9208,B12,FL4-H,0,0.41,0.1,0.11,0.27
Plate 9208,C01,FL2-H,4,5.23,5.8,0.11,1.26
Plate 9208,C01,FL3-H,0,1.05,1.16,0.11,0.68
Plate 9208,C01,FL4-H,0,0,0.86,0.08,0.6
Plate 9208,C02,FL2-H,2,9.09,16.88,0.03,1.98
Plate 9208,C02,FL3-H,99,99.83,100,0.12,169.33
Plate 9208,C02,FL4-H,0,0.06,0.01,0.12,0.1
Plate 9208,C03,FL2-H,8,64.85,59.6,0.17,4.19
Plate 9208,C03,FL3-H,1,1.13,2.26,0.08,0.87
Plate 9208,C03,FL4-H,24,21.78,11.67,0.26,1.69
Plate 9208,C04,FL2-H,2,33.37,30.88,0.14,2.67
Plate 9208,C04,FL3-H,1,4.85,8.64,0.06,1.49
Plate 9208,C04,FL4-H,97,97.55,97.55,0.13,14.5
Plate 9208,C05,FL1-H,0,0.45,3.35,0.04,1.02
Plate 9208,C05,FL2-H,8,33.44,30.88,0.14,2.67
Plate 9208,C05,FL4-H,10,16.6,20.12,0.09,2.15
Plate 9208,C06,FL1-H,3,3.99,7.41,0.06,1.4
Plate 9208,C06,FL2-H,48,76.49,71.39,0.17,5.1
Plate 9208,C06,FL4-H,8,8.89,6.48,0.17,1.32
Plate 9208,C07,FL1-H,97,99.19,90.69,0.25,8.52
Plate 9208,C07,FL2-H,18,34.14,29.62,0.16,2.61
Plate 9208,C07,FL4-H,69,70.32,76.87,0.05,5.68
Plate 9208,C08,FL1-H,3,5.17,2.42,0.19,0.9
Plate 9208,C08,FL2-H,13,29.03,25.57,0.16,2.42
Plate 9208,C08,FL4-H,2,2.7,0.92,0.22,0.62
Plate 9208,C09,FL1-H,4,5.18,1.48,0.25,0.74
Plate 9208,C09,FL2-H,37,56.19,60.74,0.08,4.26
Plate 9208,C09,FL4-H,82,87.06,99.57,-0.73,28.23
Plate 9208,C10,FL1-H,11,12.01,3.85,0.31,1.07
Plate 9208,C10,FL2-H,65,84.36,82.96,0.13,6.56
Plate 9208,C10,FL4-H,0,0.06,0.27,0.1,0.39
Plate 9208,C11,FL1-H,17,31.24,23.79,0.2,2.33
Plate 9208,C11,FL2-H,2,8.36,11.92,0.07,1.7
Plate 9208,C11,FL4-H,7,7.82,0.99,0.43,0.64
Plate 9208,C12,FL1-H,3,3.35,6.48,0.06,1.32
Plate 9208,C12,FL2-H,1,1.85,4.32,0.07,1.12
Plate 9208,C12,FL4-H,10,13.45,17.05,0.07,1.99
Plate 9208,D01,FL1-H,36,29.14,18.62,0.24,2.07
Plate 9208,D01,FL2-H,0,1.33,5.42,0.03,1.23
Plate 9208,D01,FL4-H,2,2.92,0.99,0.21,0.64
Plate 9208,D02,FL1-H,0,0.06,1.29,0.07,0.7
Plate 9208,D02,FL2-H,3,26.96,27.91,0.11,2.53
Plate 9208,D02,FL4-H,3,0.91,2.99,0.07,0.97
Plate 9208,D03,FL1-H,46,45.26,31.39,0.25,2.69
Plate 9208,D03,FL2-H,1,1.33,4.62,0.04,1.15
Plate 9208,D03,FL4-H,0,0.06,0.45,0.09,0.47
Plate 9208,D04,FL1-H,3,5.04,7.74,0.07,1.42
Plate 9208,D04,FL2-H,1,2.33,5.42,0.05,1.23
Plate 9208,D04,FL4-H,3,3.79,0.71,0.29,0.56
Plate 9208,D05,FL1-H,0,0.15,4.62,0.02,1.15
Plate 9208,D05,FL2-H,2,2.44,2.92,0.1,0.96
Plate 9208,D05,FL4-H,69,76.05,99.54,-1.42,27.47
Plate 9208,D06,FL1-H,78,68.36,55.51,0.23,3.93
Plate 9208,D06,FL2-H,31,45.43,37.31,0.19,2.97
Plate 9208,D06,FL4-H,66,74.78,90.48,-0.11,8.45
Plate 9208,D07,FL1-H,21,21.4,13.23,0.22,1.78
Plate 9208,D07,FL2-H,44,49,44.22,0.16,3.31
Plate 9208,D07,FL4-H,67,69.36,80.47,-0.01,6.16
Plate 9208,D08,FL1-H,46,52.87,47.18,0.17,3.46
Plate 9208,D08,FL2-H,83,93.16,97.25,0.01,13.86
Plate 9208,D08,FL4-H,12,15.16,13.51,0.14,1.8
Plate 9208,D09,FL1-H,0,0.03,1.92,0.06,0.82
Plate 9208,D09,FL2-H,0,1.11,4.12,0.05,1.1
Plate 9208,D09,FL4-H,3,1.55,4.32,0.07,1.12
Plate 9208,D10,FL1-H,12,11.79,4.52,0.28,1.14
Plate 9208,D10,FL2-H,6,12.77,10.95,0.15,1.64
Plate 9208,D10,FL4-H,2,1.07,4.41,0.05,1.13
Plate 9208,D11,FL1-H,1,3.9,2.48,0.16,0.91
Plate 9208,D11,FL2-H,1,2.89,4.89,0.08,1.18
Plate 9208,D11,FL4-H,1,2.64,0.52,0.27,0.5
Plate 9208,D12,FL1-H,43,48.29,11.67,0.62,1.69
Plate 9208,D12,FL2-H,1,3.8,5.93,0.08,1.28
Plate 9208,D12,FL4-H,47,47.77,45.4,0.14,3.37
Plate 9208,E01,FL1-H,1,0.87,1.75,0.1,0.79
Plate 9208,E01,FL2-H,2,2.99,6.34,0.06,1.31
Plate 9208,E01,FL4-H,4,4.9,0.13,0.72,0.29
Plate 9208,E02,FL1-H,1,1.72,2.31,0.11,0.88
Plate 9208,E02,FL2-H,13,18.18,18.27,0.12,2.05
Plate 9208,E02,FL4-H,1,0.59,0.99,0.12,0.64
Plate 9208,E03,FL1-H,92,92.47,99.59,-0.41,28.74
Plate 9208,E03,FL2-H,7,24.66,24.23,0.13,2.35
Plate 9208,E03,FL4-H,96,99.16,99.99,-0.31,114.98
Plate 9208,E04,FL1-H,46,52.04,42.75,0.2,3.24
Plate 9208,E04,FL2-H,14,44.1,41.29,0.14,3.17
Plate 9208,E04,FL4-H,69,75.04,99.93,-3.95,54.95
Plate 9208,E05,FL1-H,100,99.91,98.7,0.17,18.49
Plate 9208,E05,FL2-H,78,82.97,81.21,0.14,6.28
Plate 9208,E05,FL4-H,80,83,92.35,-0.04,9.24
Plate 9208,E06,FL1-H,99,99.88,98.85,0.17,19.34
Plate 9208,E06,FL2-H,42,60.8,59.6,0.13,4.19
Plate 9208,E06,FL4-H,75,81.77,99.89,-2.27,47.15
Plate 9208,E07,FL1-H,94,99.58,99.73,0.14,33.49
Plate 9208,E07,FL2-H,1,12.27,14.97,0.08,1.88
Plate 9208,E07,FL4-H,41,25.94,29.37,0.09,2.6
Plate 9208,E08,FL1-H,0,1.34,5.54,0.03,1.24
Plate 9208,E08,FL2-H,3,16.15,18.62,0.09,2.07
Plate 9208,E08,FL4-H,78,83.13,95,-0.12,10.97
Plate 9208,E09,FL1-H,44,57.63,48.07,0.21,3.51
Plate 9208,E09,FL2-H,16,40.3,36.75,0.15,2.95
Plate 9208,E09,FL4-H,0,0.45,1.35,0.07,0.72
Plate 9208,E10,FL1-H,95,99.79,98.24,0.18,16.44
Plate 9208,E10,FL2-H,8,34.83,34.56,0.12,2.84
Plate 9208,E10,FL4-H,49,55.55,81.93,-0.18,6.39
Plate 9208,E11,FL1-H,0,0.87,3.85,0.05,1.07
Plate 9208,E11,FL2-H,1,3.98,6.48,0.08,1.32
Plate 9208,E11,FL4-H,1,0.78,1.67,0.1,0.78
Plate 9208,E12,FL1-H,14,13.98,3.68,0.36,1.06
Plate 9208,E12,FL2-H,96,99.36,99.99,-0.24,100.45
Plate 9208,E12,FL4-H,0,0.3,0.22,0.1,0.36
Plate 9208,F01,FL1-H,76,85.05,88.94,0.06,7.93
Plate 9208,F01,FL2-H,8,11.84,8.45,0.18,1.47
Plate 9208,F01,FL4-H,0,0.09,0.44,0.09,0.47
Plate 9208,F02,FL1-H,99,99.76,99.76,0.14,35.35
Plate 9208,F02,FL2-H,35,48.22,43.04,0.16,3.25
Plate 9208,F02,FL4-H,9,8.65,2.6,0.3,0.92
Plate 9208,F03,FL1-H,67,75.75,86.36,-0.01,7.25
Plate 9208,F03,FL2-H,80,88.19,98.76,-0.31,18.82
Plate 9208,F03,FL4-H,96,97.69,99.35,0.05,24
Plate 9208,F04,FL1-H,8,7.57,4.62,0.19,1.15
Plate 9208,F04,FL2-H,97,99.61,98.85,0.17,19.34
Plate 9208,F04,FL4-H,1,0.45,1.63,0.06,0.77
Plate 9208,F05,FL1-H,2,2.37,7.74,0.03,1.42
Plate 9208,F05,FL2-H,10,29.66,28.39,0.14,2.55
Plate 9208,F05,FL4-H,0,0.33,0.78,0.08,0.58
Plate 9208,F06,FL1-H,0,1.06,3.27,0.06,1.01
Plate 9208,F06,FL2-H,86,88.21,100,-12.36,221.84
Plate 9208,F06,FL4-H,52,35.51,40.14,0.08,3.11
Plate 9208,F07,FL1-H,4,7.45,1.96,0.28,0.83
Plate 9208,F07,FL2-H,0,2.32,1.02,0.16,0.64
Plate 9208,F07,FL4-H,0,0.3,0.55,0.09,0.51
Plate 9208,F08,FL1-H,10,23.21,18.27,0.17,2.05
Plate 9208,F08,FL2-H,30,36.31,15.9,0.36,1.93
Plate 9208,F08,FL4-H,13,10.41,0.38,0.81,0.44
Plate 9208,F09,FL1-H,1,5.91,1.92,0.25,0.82
Plate 9208,F09,FL2-H,1,3.35,5.36,0.07,1.22
Plate 9208,F09,FL4-H,53,45.51,42.75,0.15,3.24
Plate 9208,F10,FL1-H,0,0.38,1.67,0.06,0.78
Plate 9208,F10,FL2-H,71,82.11,95.11,-0.15,11.07
Plate 9208,F10,FL4-H,0,0.67,0.9,0.12,0.61
Plate 9208,F11,FL1-H,1,2.31,4.73,0.06,1.17
Plate 9208,F11,FL2-H,22,27.66,25.57,0.14,2.42
Plate 9208,F11,FL4-H,29,26.36,7.74,0.42,1.42
Plate 9208,F12,FL1-H,40,22.26,20.9,0.13,2.19
Plate 9208,F12,FL2-H,0,0.54,2.72,0.07,0.94
Plate 9208,F12,FL4-H,0,1.1,1.83,0.09,0.81
Plate 9208,G01,FL1-H,86,81.33,68.37,0.24,4.83
Plate 9208,G01,FL2-H,8,32.02,32.43,0.12,2.74
Plate 9208,G01,FL4-H,0,0.83,1.75,0.1,0.79
Plate 9208,G02,FL1-H,85,81.79,76.87,0.17,5.68
Plate 9208,G02,FL2-H,3,7,10.95,0.06,1.64
Plate 9208,G02,FL4-H,9,45.99,57.28,0.02,4.04
Plate 9208,G03,FL1-H,0,0.09,1.02,0.08,0.64
Plate 9208,G03,FL2-H,4,14.49,16.88,0.09,1.98
Plate 9208,G03,FL4-H,15,16.96,20.9,0.08,2.19
